Hawaii Ocean Time-series : 29-Jan-2024 23:55:47
https://hahana.soest.hawaii.edu/hot/hot-dogs/bextraction.html

botid, date, time, press, pn, 
0680201119, 111795, 205329,   44.9,  0.293,
0680201117, 111795, 205154,   74.2,  0.279,
0680201115, 111795, 205018,  104.7,  0.251,
0690200318, 011696, 200208,    4.5,  0.391,
0690200317, 011696, 200041,   24.0,  0.359,
0690200316, 011696, 195856,   43.6,  0.397,
0690200315, 011696, 195638,   74.8,  0.349,
0690200314, 011696, 195517,   84.2,  0.363,
0690200313, 011696, 195414,   89.1,  0.370,
0690200312, 011696, 195244,   94.1,  0.356,
0690200311, 011696, 195144,   99.2,  0.248,
0690200310, 011696, 195050,  104.4,  0.251,
0690200309, 011696, 194859,  125.5,  0.202,
0690200307, 011696, 194635,  150.0,  0.139,
0690200306, 011696, 194520,  174.1,  0.119,
0700200319, 032696, 231232,    5.2,  0.258,
0700200318, 032696, 231044,   24.7,  0.307,
0700200315, 032696, 230734,   44.3,  0.370,
0700200314, 032696, 230556,   74.7,  0.321,
0700200313, 032696, 230414,  100.1,  0.307,
0700200310, 032696, 230000,  125.1,  0.171,
0700200309, 032696, 225830,  148.6,  0.153,
0700200308, 032696, 225648,  174.8,  0.021,
0700201523, 032896, 141605,    8.9,  0.457,
0700201520, 032896, 141007,   59.6,  0.349,
0700201519, 032896, 140831,   74.3,  0.662,
0710200315, 042396, 215217,    4.6,  0.439,
0710200314, 042396, 215113,   25.0,  0.408,
0710200313, 042396, 215011,   44.9,  0.363,
0710200312, 042396, 214907,   74.6,  0.335,
0710200311, 042396, 214811,   99.6,  0.293,
0710200310, 042396, 214719,  124.2,  0.293,
0710200309, 042396, 214633,  134.3,  0.188,
0710200308, 042396, 214527,  150.5,  0.146,
0710200307, 042396, 214421,  174.9,  0.091,
0720200313, 052296, 085905,    4.4,  0.314,
0720200312, 052296, 085734,   24.8,  0.317,
0720200311, 052296, 085622,   45.0,  0.314,
0720200310, 052296, 085454,   74.3,  0.272,
0720200309, 052296, 085327,   99.2,  0.237,
0720200308, 052296, 085214,  104.7,  0.272,
0720200307, 052296, 085018,  129.8,  0.251,
0720200306, 052296, 084750,  149.4,  0.167,
0720200305, 052296, 084548,  175.5,  0.153,
0730200314, 062596, 215724,    4.7,  0.335,
0730200313, 062596, 215526,   25.4,  0.363,
0730200312, 062596, 215344,   44.9,  0.377,
0730200311, 062596, 215212,   74.5,  0.439,
0730200310, 062596, 215042,   99.3,  0.446,
0730200309, 062596, 214924,  124.7,  0.324,
0730200308, 062596, 214800,  140.2,  0.265,
0730200307, 062596, 214654,  149.3,  0.209,
0730200306, 062596, 214546,  160.5,  0.167,
0730200305, 062596, 214440,  176.2,  0.139,
0740200312, 072696, 215000,    4.3,  0.342,
0740200311, 072696, 214848,   24.1,  0.335,
0740200310, 072696, 214726,   45.5,  0.405,
0740200309, 072696, 214600,   74.3,  0.390,
0740200308, 072696, 214440,   99.6,  0.282,
0740200307, 072696, 214314,  124.5,  0.258,
0740200306, 072696, 214136,  149.5,  0.174,
0740200305, 072696, 214018,  175.2,  0.139,
0750200315, 082096, 225432,    5.0,  0.300,
0750200314, 082096, 225332,   24.6,  0.324,
0750200313, 082096, 225220,   44.7,  0.342,
0750200312, 082096, 225106,   74.5,  0.265,
0750200311, 082096, 225000,   89.9,  0.244,
0750200310, 082096, 224854,   99.7,  0.279,
0750200309, 082096, 224758,  109.6,  0.223,
0750200308, 082096, 224700,  119.4,  0.185,
0750200307, 082096, 224610,  130.1,  0.160,
0750200306, 082096, 224500,  149.2,  0.112,
0750200305, 082096, 224348,  175.0,  0.091,
0760200319, 100196, 215238,    3.9,  0.328,
0760200318, 100196, 215132,   23.7,  0.331,
0760200317, 100196, 215028,   43.4,  0.335,
0760200316, 100196, 214920,   74.5,  0.307,
0760200314, 100196, 214738,   99.6,  0.265,
0760200313, 100196, 214646,  109.1,  0.199,
0760200312, 100196, 214536,  124.0,  0.174,
0760200310, 100196, 214414,  149.4,  0.112,
0760200308, 100196, 214248,  175.0,  0.091,
0770200723, 103096, 155547,    4.1,  0.300,
0770200721, 103096, 155433,   24.7,  0.282,
0770200719, 103096, 155253,   44.6,  0.307,
0770200717, 103096, 155111,   73.6,  0.342,
0770200715, 103096, 154939,   98.4,  0.338,
0770200713, 103096, 154755,  124.5,  0.237,
0770200711, 103096, 154629,  150.1,  0.153,
0770200709, 103096, 154515,  175.1,  0.126,
0780200323, 121096, 235539,    4.1,  0.167,
0780200321, 121096, 235429,   23.9,  0.192,
0780200319, 121096, 235312,   44.3,  0.167,
0780200317, 121096, 235138,   74.7,  0.195,
0780200315, 121096, 235000,  100.0,  0.178,
0780200313, 121096, 234832,  124.1,  0.091,
0790200312, 010797, 225819,    5.0,  0.241,
0790200311, 010797, 225701,   24.8,  0.251,
0790200310, 010797, 225545,   44.6,  0.230,
0790200309, 010797, 225419,   74.4,  0.279,
0790200308, 010797, 225227,  101.2,  0.195,
0790200307, 010797, 225105,  125.1,  0.132,
0790200306, 010797, 224957,  149.7,  0.098,
0790200305, 010797, 224831,  174.0,  0.084,
0800200316, 021797, 215936,    5.2,  0.265,
0800200315, 021797, 215822,   25.3,  0.268,
0800200314, 021797, 215716,   44.1,  0.314,
0800200313, 021797, 215604,   74.5,  0.230,
0800200312, 021797, 215452,   99.8,  0.279,
0800200311, 021797, 215400,  115.3,  0.286,
0800200310, 021797, 215304,  119.6,  0.258,
0800200309, 021797, 215154,  124.1,  0.230,
0800200308, 021797, 215038,  150.1,  0.160,
0800200307, 021797, 214926,  174.6,  0.153,
0810200313, 031197, 225107,    4.5,  0.237,
0810200312, 031197, 225005,   24.4,  0.300,
0810200311, 031197, 224845,   44.7,  0.310,
0810200309, 031197, 224721,   74.7,  0.272,
0810200308, 031197, 224609,   99.5,  0.244,
0810200307, 031197, 224447,  119.6,  0.153,
0810200306, 031197, 224327,  149.5,  0.112,
0810200305, 031197, 224157,  174.8,  0.084,
0820200311, 040897, 215434,   25.4,  0.303,
0820200309, 040897, 215154,   75.3,  0.335,
0820200308, 040897, 215028,   99.6,  0.356,
0820200307, 040897, 214844,  125.3,  0.237,
0820200306, 040897, 214704,  150.7,  0.126,
0820200305, 040897, 214550,  176.2,  0.112,
0830200312, 050697, 220323,    4.2,  0.209,
0830200311, 050697, 220215,   24.2,  0.307,
0830200310, 050697, 220115,   44.9,  0.279,
0830200309, 050697, 215957,   74.5,  0.223,
0830200308, 050697, 215855,   99.3,  0.282,
0830200307, 050697, 215749,  124.9,  0.216,
0830200306, 050697, 215647,  150.2,  0.112,
0830200305, 050697, 215541,  174.7,  0.098,
0840200314, 060397, 215415,    4.7,  0.279,
0840200313, 060397, 215307,   25.0,  0.328,
0840200312, 060397, 215157,   45.0,  0.293,
0840200311, 060397, 215039,   75.0,  0.321,
0840200310, 060397, 214919,  100.0,  0.317,
0840200308, 060397, 214653,  139.4,  0.209,
0840200307, 060397, 214527,  148.8,  0.091,
0840200306, 060397, 214407,  175.8,  0.112,
0840200409, 060497, 004554,  125.1,  0.314,
0850200314, 070897, 230257,   24.5,  0.258,
0850200313, 070897, 230145,   44.4,  0.237,
0850200312, 070897, 230037,   74.2,  0.272,
0850200311, 070897, 225933,   99.8,  0.265,
0850200308, 070897, 225647,  150.0,  0.244,
0850200307, 070897, 225527,  174.2,  0.202,
0860201124, 080397, 110456,    4.1,  0.363,
0860201122, 080397, 110234,   25.2,  0.373,
0860201121, 080397, 110059,   45.6,  0.383,
0860201120, 080397, 105902,   74.9,  0.342,
0860201118, 080397, 105656,  100.2,  0.261,
0860201114, 080397, 105332,  125.3,  0.132,
0860201112, 080397, 105133,  150.3,  0.112,
0860201110, 080397, 104920,  175.1,  0.077,
0870200418, 092597, 145743,    5.0,  0.356,
0870200417, 092597, 145625,   24.3,  0.349,
0870200416, 092597, 145523,   44.0,  0.390,
0870200415, 092597, 145353,   74.8,  0.411,
0870200412, 092597, 145153,   99.6,  0.383,
0870200411, 092597, 145021,  126.5,  0.328,
0870200410, 092597, 144851,  151.5,  0.195,
0870200409, 092597, 144655,  175.0,  0.126,
0880200412, 120597, 105747,    4.9,  0.390,
0880200411, 120597, 105627,   25.5,  0.394,
0880200410, 120597, 105511,   43.6,  0.349,
0880200409, 120597, 105344,   75.3,  0.370,
0880200408, 120597, 105221,  100.2,  0.383,
0880200407, 120597, 105057,  125.2,  0.244,
0880200406, 120597, 104923,  149.4,  0.139,
0880200405, 120597, 104803,  176.0,  0.126,
0890200312, 011098, 215612,    5.4,  0.279,
0890200311, 011098, 215402,   25.0,  0.241,
0890200310, 011098, 215248,   47.1,  0.272,
0890200308, 011098, 215026,  101.0,  0.265,
0890200307, 011098, 214910,  125.3,  0.181,
0890200306, 011098, 214746,  151.8,  0.119,
0890200305, 011098, 214616,  174.6,  0.077,
0890200409, 011198, 005226,   75.2,  0.237,
0900200312, 021898, 235432,    5.1,  0.230,
0900200311, 021898, 235258,   25.2,  0.300,
0900200310, 021898, 235142,   45.3,  0.265,
0900200309, 021898, 235018,   74.8,  0.230,
0900200308, 021898, 234902,   99.7,  0.303,
0900200307, 021898, 234742,  125.3,  0.139,
0900200306, 021898, 234622,  149.4,  0.112,
0900200305, 021898, 234458,  175.9,  0.084,
0910200312, 031798, 224820,    5.4,  0.272,
0910200311, 031798, 224650,   24.8,  0.237,
0910200310, 031798, 224520,   44.6,  0.286,
0910200309, 031798, 224350,   74.3,  0.307,
0910200308, 031798, 224220,   99.6,  0.286,
0910200307, 031798, 224050,  125.7,  0.202,
0910200306, 031798, 223920,  150.8,  0.153,
0910200305, 031798, 223750,  174.6,  0.112,
0920200112, 041498, 152638,    5.1,  0.265,
0920200111, 041498, 152516,   25.5,  0.293,
0920200106, 041498, 151646,  150.0,  0.230,
0920200105, 041498, 151522,  174.6,  0.167,
0930200313, 051298, 220218,    5.2,  0.237,
0930200312, 051298, 220103,   24.8,  0.258,
0930200311, 051298, 215948,   44.9,  0.258,
0930200310, 051298, 215833,   74.5,  0.265,
0930200309, 051298, 215733,   99.2,  0.247,
0930200308, 051298, 215603,  124.8,  0.300,
0930200307, 051298, 215433,  150.7,  0.223,
0930200306, 051298, 215305,  174.4,  0.132,
0940200812, 061798, 225403,    4.9,  0.279,
0940200811, 061798, 225231,   24.6,  0.300,
0940200810, 061798, 225105,   45.0,  0.321,
0940200809, 061798, 224939,   75.1,  0.321,
0940200808, 061798, 224758,  109.8,  0.247,
0940200807, 061798, 224646,  124.9,  0.258,
0940200806, 061798, 224528,  149.1,  0.132,
0940200805, 061798, 224407,  174.1,  0.112,
0950200812, 071598, 225513,    4.5,  0.272,
0950200811, 071598, 225333,   25.4,  0.279,
0950200810, 071598, 225204,   44.9,  0.342,
0950200809, 071598, 225029,   75.3,  0.272,
0950200808, 071598, 224859,   99.4,  0.230,
0950200807, 071598, 224714,  125.7,  0.237,
0950200806, 071598, 224538,  150.1,  0.167,
0950200805, 071598, 224409,  174.9,  0.105,
0960200117, 081098, 010548,    5.2,  0.404,
0960200111, 081098, 010255,   25.2,  0.411,
0960200110, 081098, 010131,   45.3,  0.404,
0960200109, 081098, 010000,   74.9,  0.244,
0960200108, 081098, 005810,  100.1,  0.195,
0960200107, 081098, 005645,  125.1,  0.119,
0960200106, 081098, 005516,  149.4,  0.084,
0960200105, 081098, 005345,  175.3,  0.084,
0970200117, 092898, 014827,    5.2,  0.328,
0970200112, 092898, 014652,   25.6,  0.335,
0970200111, 092898, 014507,   75.4,  0.307,
0970200110, 092898, 014502,   75.4,  0.328,
0970200109, 092898, 014352,  100.1,  0.261,
0970200108, 092898, 014242,  125.1,  0.237,
0970200107, 092898, 014132,  149.9,  0.119,
0970200106, 092898, 014017,  175.2,  0.098,
0980200319, 101898, 230128,    5.6,  0.300,
0980200317, 101898, 225920,   25.2,  0.303,
0980200313, 101898, 225735,   44.9,  0.265,
0980200311, 101898, 225548,   75.5,  0.272,
0980200309, 101898, 225328,   99.9,  0.349,
0980200308, 101898, 225200,  125.3,  0.258,
0980200307, 101898, 225044,  150.7,  0.160,
0980200306, 101898, 224929,  175.1,  0.139,
0990200322, 111098, 215501,    4.8,  0.265,
0990200319, 111098, 215247,   25.1,  0.268,
0990200313, 111098, 214915,   44.9,  0.251,
0990200309, 111098, 214617,   74.9,  0.300,
0990200308, 111098, 214516,   99.3,  0.230,
0990200307, 111098, 214415,  125.4,  0.153,
0990200306, 111098, 214315,  149.7,  0.105,
0990200305, 111098, 214215,  175.8,  0.091,
1000200312, 120898, 235419,    5.5,  0.342,
1000200311, 120898, 235256,   26.1,  0.307,
1000200310, 120898, 235137,   44.9,  0.307,
1000200309, 120898, 235011,   75.3,  0.314,
1000200308, 120898, 234857,  100.8,  0.314,
1000200307, 120898, 234736,  126.8,  0.209,
1000200306, 120898, 234617,  150.9,  0.132,
1000200305, 120898, 234457,  175.6,  0.119,
1010200317, 011399, 005937,    5.7,  0.307,
1010200315, 011399, 005722,   25.9,  0.345,
1010200313, 011399, 005557,   45.7,  0.342,
1010200309, 011399, 005402,   75.8,  0.293,
1010200308, 011399, 005222,  100.7,  0.275,
1010200307, 011399, 005047,  125.5,  0.223,
1010200306, 011399, 004922,  150.7,  0.188,
1010200305, 011399, 004752,  175.9,  0.153,
1020200821, 021899, 205750,    5.4,  0.279,
1020200819, 021899, 205548,   25.2,  0.303,
1020200816, 021899, 205334,   44.6,  0.279,
1020200814, 021899, 205138,   75.2,  0.307,
1020200811, 021899, 204848,  100.6,  0.268,
1020200808, 021899, 204609,  125.7,  0.230,
1020200806, 021899, 204448,  151.3,  0.216,
1020200805, 021899, 204338,  177.1,  0.153,
1030200312, 031699, 225346,    5.6,  0.321,
1030200311, 031699, 225232,   24.9,  0.314,
1030200310, 031699, 225121,   45.9,  0.349,
1030200309, 031699, 225001,   76.8,  0.307,
1030200308, 031699, 224846,  101.1,  0.286,
1030200307, 031699, 224731,  125.3,  0.286,
1030200306, 031699, 224616,  152.3,  0.216,
1030200305, 031699, 224442,  176.0,  0.153,
1040200524, 041499, 010833,    4.9,  0.251,
1040200523, 041499, 010713,   25.4,  0.300,
1040200522, 041499, 010613,   44.8,  0.314,
1040200521, 041499, 010505,   75.1,  0.307,
1040200520, 041499, 010349,   99.6,  0.331,
1040200516, 041499, 010205,  125.7,  0.251,
1040200515, 041499, 010038,  150.3,  0.188,
1040200514, 041499, 005920,  175.0,  0.160,
1050200312, 050999, 230040,    7.3,  0.272,
1050200311, 050999, 225915,   27.0,  0.286,
1050200310, 050999, 225800,   47.2,  0.286,
1050200309, 050999, 225645,   76.7,  0.244,
1050200308, 050999, 225530,  101.5,  0.251,
1050200307, 050999, 225415,  125.4,  0.171,
1050200306, 050999, 225300,  149.9,  0.098,
1050200305, 050999, 225145,  173.8,  0.077,
1060200312, 071399, 225218,    4.6,  0.293,
1060200311, 071399, 225059,   24.6,  0.307,
1060200310, 071399, 224943,   45.2,  0.307,
1060200309, 071399, 224818,   75.3,  0.321,
1060200308, 071399, 224703,   99.6,  0.397,
1060200307, 071399, 224543,  124.3,  0.265,
1060200306, 071399, 224423,  149.7,  0.202,
1060200305, 071399, 224304,  174.7,  0.146,
1070200611, 081399, 235355,   25.0,  0.311,
1070200610, 081399, 235241,   44.7,  0.412,
1070200609, 081399, 235115,   75.0,  0.328,
1070200608, 081399, 234956,   99.7,  0.283,
1070200607, 081399, 234841,  124.6,  0.279,
1070200606, 081399, 234723,  150.5,  0.099,
1070200605, 081399, 234606,  175.6,  0.125,
1080200311, 101499, 235729,   24.5,  0.241,
1080200310, 101499, 235625,   44.7,  0.306,
1080200309, 101499, 235509,   74.2,  0.261,
1080200308, 101499, 235354,   98.9,  0.223,
1080200307, 101499, 235229,  124.2,  0.186,
1080200306, 101499, 235114,  149.7,  0.119,
1080200305, 101499, 235004,  174.7,  0.110,
1090200312, 110899, 215250,    4.4,  0.263,
1090200311, 110899, 215149,   23.9,  0.236,
1090200310, 110899, 215034,   43.9,  0.240,
1090200309, 110899, 214920,   73.7,  0.240,
1090200308, 110899, 214820,   99.1,  0.242,
1090200307, 110899, 214704,  125.1,  0.146,
1090200306, 110899, 214535,  149.6,  0.113,
1090200305, 110899, 214420,  176.3,  0.090,
1100200313, 121499, 230104,    5.3,  0.272,
1100200312, 121499, 225809,   24.8,  0.300,
1100200311, 121499, 225708,   44.6,  0.345,
1100200310, 121499, 225548,   75.1,  0.307,
1100200309, 121499, 225428,  100.6,  0.216,
1100200308, 121499, 225308,  125.3,  0.091,
1100200307, 121499, 225148,  150.2,  0.098,
1100200306, 121499, 225028,  174.8,  0.084,
1110200312, 020200, 215156,    4.3,  0.223,
1110200311, 020200, 215012,   24.7,  0.247,
1110200310, 020200, 214907,   44.9,  0.237,
1110200309, 020200, 214756,   74.4,  0.230,
1110200308, 020200, 214643,   98.7,  0.258,
1110200307, 020200, 214531,  123.8,  0.181,
1110200306, 020200, 214428,  149.4,  0.209,
1110200305, 020200, 214300,  174.9,  0.084,
1120200418, 022900, 221901,    4.5,  0.244,
1120200416, 022900, 221731,   25.5,  0.272,
1120200415, 022900, 221621,   44.6,  0.265,
1120200413, 022900, 221446,   76.2,  0.244,
1120200412, 022900, 221331,   98.8,  0.254,
1120200410, 022900, 221201,  124.2,  0.209,
1120200409, 022900, 221055,  149.8,  0.139,
1120200406, 022900, 220930,  175.3,  0.098,
1130200313, 032800, 225213,    5.1,  0.247,
1130200312, 032800, 225058,   25.0,  0.261,
1130200311, 032800, 224943,   45.3,  0.254,
1130200310, 032800, 224813,   74.0,  0.240,
1130200309, 032800, 224643,  100.6,  0.213,
1130200308, 032800, 224523,  125.3,  0.155,
1130200307, 032800, 224358,  149.0,  0.105,
1130200305, 032800, 224238,  173.9,  0.084,
1140200316, 042500, 224945,    4.2,  0.248,
1140200315, 042500, 224830,   24.8,  0.270,
1140200314, 042500, 224725,   45.4,  0.252,
1140200313, 042500, 224619,   75.3,  0.248,
1140200312, 042500, 224514,   99.7,  0.273,
1140200310, 042500, 224314,  149.8,  0.156,
1140200309, 042500, 224200,  174.3,  0.105,
1140200409, 042600, 014515,  124.1,  0.181,
1150200323, 052300, 225132,    4.3,  0.275,
1150200321, 052300, 225017,   24.2,  0.292,
1150200320, 052300, 224922,   43.9,  0.299,
1150200315, 052300, 224712,   74.6,  0.299,
1150200313, 052300, 224557,   99.2,  0.238,
1150200311, 052300, 224422,  124.1,  0.279,
1150200307, 052300, 224222,  148.5,  0.138,
1150200305, 052300, 224007,  175.8,  0.102,
1160200424, 062000, 224735,    3.9,  0.371,
1160200420, 062000, 224530,   29.6,  0.516,
1160200416, 062000, 224325,   44.0,  0.283,
1160200413, 062000, 224150,   74.0,  0.248,
1160200411, 062000, 224034,   99.4,  0.221,
1160200409, 062000, 223925,  123.6,  0.201,
1160200407, 062000, 223820,  149.1,  0.141,
1160200405, 062000, 223705,  174.2,  0.096,
1170200323, 072600, 023600,    3.6,  0.423,
1170200808, 072600, 195404,  124.2,  0.202,
1170200807, 072600, 195234,  148.2,  0.164,
1170200806, 072600, 195109,  175.2,  0.107,
1170201024, 072700, 015326,    4.4,  0.452,
1170201020, 072700, 015140,   14.3,  0.520,
1170201018, 072700, 015020,   24.3,  0.482,
1170201010, 072700, 014531,   59.5,  0.441,
1170201007, 072700, 014229,  104.3,  0.245,
1170201004, 072700, 013941,  150.2,  0.174,
1180200412, 082200, 215155,    5.2,  0.242,
1180200411, 082200, 215040,   25.3,  0.269,
1180200410, 082200, 214940,   44.6,  0.258,
1180200409, 082200, 214810,   74.2,  0.276,
1180200408, 082200, 214656,  100.0,  0.219,
1180200407, 082200, 214529,  125.0,  0.298,
1180200406, 082200, 214327,  149.7,  0.136,
1180200405, 082200, 214156,  175.6,  0.093,
1190200416, 101800, 005953,    4.6,  0.260,
1190200415, 101800, 005843,   24.9,  0.274,
1190200410, 101800, 005704,   45.3,  0.265,
1190200409, 101800, 005603,   74.4,  0.188,
1190200408, 101800, 005453,   99.1,  0.217,
1190200407, 101800, 005353,  124.4,  0.158,
1190200406, 101800, 005253,  148.8,  0.114,
1190200405, 101800, 005143,  175.8,  0.070,
1200200519, 113000, 040611,    4.7,  0.383,
1200200517, 113000, 040427,   24.7,  0.305,
1200200515, 113000, 040257,   44.6,  0.284,
1200200513, 113000, 040057,   74.8,  0.285,
1200200511, 113000, 035911,  100.3,  0.281,
1200200510, 113000, 035743,  125.2,  0.183,
1200200508, 113000, 035452,  174.2,  0.094,
1200200507, 113000, 035326,  199.2,  0.077,
1210200617, 122000, 035534,    4.3,  0.253,
1210200616, 122000, 035352,   23.9,  0.253,
1210200615, 122000, 035219,   44.6,  0.273,
1210200614, 122000, 035040,   74.7,  0.253,
1210200613, 122000, 034859,   98.7,  0.256,
1210200612, 122000, 034731,  124.1,  0.198,
1210200611, 122000, 034424,  150.9,  0.122,
1210200610, 122000, 034242,  175.4,  0.105,
1220201015, 011701, 185631,    3.9,  0.249,
1220201014, 011701, 185532,   24.0,  0.246,
1220201013, 011701, 185432,   43.8,  0.298,
1220201012, 011701, 185332,   73.3,  0.268,
1220201011, 011701, 185227,  100.3,  0.236,
1220201010, 011701, 185132,  122.8,  0.204,
1220201009, 011701, 185027,  149.7,  0.133,
1220201008, 011701, 184932,  174.6,  0.118,
1220201007, 011701, 184832,  199.0,  0.087,
1230200418, 021501, 053329,   24.4,  0.249,
1230200417, 021501, 053230,   44.6,  0.251,
1230200415, 021501, 053109,   74.0,  0.223,
1230200414, 021501, 053004,   99.0,  0.214,
1230200413, 021501, 052849,  125.4,  0.122,
1230200412, 021501, 052739,  148.5,  0.100,
1230200409, 021501, 052604,  174.9,  0.106,
1230200407, 021501, 052435,  199.3,  0.056,
1240200419, 032101, 130658,   75.4,  0.250,
1240200719, 032101, 215045,    3.6,  0.258,
1240200716, 032101, 214915,   24.6,  0.256,
1240200714, 032101, 214739,   43.7,  0.259,
1240200712, 032101, 214614,   74.8,  0.268,
1240200710, 032101, 214454,   99.1,  0.233,
1240200709, 032101, 214340,  123.1,  0.241,
1240200708, 032101, 214244,  149.0,  0.109,
1240200707, 032101, 214144,  173.7,  0.101,
1240200706, 032101, 214040,  199.3,  0.081,
1250200314, 041701, 215121,    3.6,  0.239,
1250200313, 041701, 215010,   23.7,  0.234,
1250200312, 041701, 214903,   43.6,  0.235,
1250200311, 041701, 214745,   73.3,  0.199,
1250200310, 041701, 214630,   98.9,  0.239,
1250200309, 041701, 214514,  125.3,  0.238,
1250200308, 041701, 214347,  149.5,  0.203,
1250200307, 041701, 214239,  173.3,  0.130,
1250200306, 041701, 214124,  198.0,  0.097,
1260200424, 051701, 002710,    4.8,  0.298,
1260200421, 051701, 002455,   24.1,  0.300,
1260200418, 051701, 002305,   44.7,  0.415,
1260200410, 051701, 001710,   99.5,  0.229,
1260200409, 051701, 001545,  124.2,  0.226,
1260200408, 051701, 001426,  149.4,  0.144,
1260200407, 051701, 001315,  175.6,  0.091,
1270200517, 061401, 035359,    3.7,  0.262,
1270200513, 061401, 035203,   23.3,  0.246,
1270200512, 061401, 035043,   44.4,  0.274,
1270200511, 061401, 034914,   73.4,  0.264,
1270200510, 061401, 034756,   98.6,  0.238,
1270200509, 061401, 034633,  124.6,  0.195,
1270200508, 061401, 034507,  147.9,  0.148,
1270200507, 061401, 034345,  174.0,  0.097,
1270200506, 061401, 034216,  198.8,  0.066,
1280200418, 071101, 035026,    4.0,  0.263,
1280200416, 071101, 034911,   24.9,  0.264,
1280200414, 071101, 034756,   44.0,  0.274,
1280200412, 071101, 034626,   74.2,  0.235,
1280200410, 071101, 034500,   98.8,  0.252,
1280200409, 071101, 034355,  124.3,  0.168,
1280200408, 071101, 034245,  149.5,  0.114,
1280200407, 071101, 034121,  174.3,  0.092,
1280200406, 071101, 033957,  199.5,  0.084,
1290201314, 080901, 004532,    4.6,  0.231,
1290201313, 080901, 004412,   25.1,  0.303,
1290201312, 080901, 004304,   44.3,  0.304,
1290201311, 080901, 004141,   74.5,  0.277,
1290201310, 080901, 004026,   99.2,  0.255,
1290201309, 080901, 003909,  124.0,  0.181,
1290201308, 080901, 003802,  149.7,  0.108,
1290201307, 080901, 003700,  174.7,  0.082,
1290201306, 080901, 003547,  199.6,  0.075,
1300200414, 100201, 004646,    4.7,  0.294,
1300200413, 100201, 004536,   25.1,  0.300,
1300200412, 100201, 004436,   44.9,  0.284,
1300200411, 100201, 004326,   75.9,  0.263,
1300200410, 100201, 004221,  100.0,  0.267,
1300200409, 100201, 004121,  125.1,  0.176,
1300200408, 100201, 004006,  149.6,  0.123,
1300200407, 100201, 003906,  174.3,  0.103,
1310200514, 102301, 040431,    5.0,  0.403,
1310200513, 102301, 040246,   26.5,  0.410,
1310200512, 102301, 040116,   45.4,  0.382,
1310200511, 102301, 035931,   75.5,  0.289,
1310200510, 102301, 035801,  100.1,  0.242,
1310200509, 102301, 035616,  124.7,  0.126,
1310200508, 102301, 035421,  150.1,  0.093,
1310200507, 102301, 034901,  174.3,  0.079,
1320200514, 111701, 035320,    3.9,  0.313,
1320200513, 111701, 035151,   24.2,  0.285,
1320200512, 111701, 035031,   43.6,  0.280,
1320200511, 111701, 034901,   74.1,  0.301,
1320200510, 111701, 034731,   98.9,  0.267,
1320200509, 111701, 034601,  125.2,  0.182,
1320200508, 111701, 034406,  150.9,  0.113,
1320200507, 111701, 034246,  172.4,  0.095,
1320200506, 111701, 034116,  199.3,  0.084,
1330200222, 121501, 092610,    4.3,  0.266,
1330200220, 121501, 092425,   26.2,  0.265,
1330200219, 121501, 092300,   44.6,  0.259,
1330200218, 121501, 092125,   75.7,  0.268,
1330200217, 121501, 091945,   99.7,  0.270,
1330200215, 121501, 091755,  125.7,  0.110,
1330200213, 121501, 091611,  149.1,  0.086,
1330200211, 121501, 091411,  176.3,  0.072,
1330200209, 121501, 091225,  199.5,  0.065,
1340200514, 011602, 035049,    4.9,  0.276,
1340200513, 011602, 034854,   23.7,  0.258,
1340200512, 011602, 034727,   45.0,  0.266,
1340200511, 011602, 034529,   74.3,  0.288,
1340200510, 011602, 034349,   98.6,  0.260,
1340200509, 011602, 034239,  125.7,  0.252,
1340200508, 011602, 034119,  150.3,  0.186,
1340200507, 011602, 034004,  173.6,  0.127,
1340200506, 011602, 033834,  199.0,  0.091,
1350200518, 022102, 035446,    4.5,  0.240,
1350200516, 022102, 035311,   24.5,  0.258,
1350200515, 022102, 035206,   44.2,  0.238,
1350200513, 022102, 035006,   75.8,  0.227,
1350200511, 022102, 034815,   98.9,  0.228,
1350200510, 022102, 034651,  123.8,  0.141,
1350200508, 022102, 034501,  149.2,  0.100,
1350200507, 022102, 034326,  175.4,  0.080,
1350200506, 022102, 034151,  198.1,  0.078,
1360200615, 031302, 034957,    4.6,  0.260,
1360200614, 031302, 034828,   24.6,  0.266,
1360200613, 031302, 034815,   44.5,  0.257,
1360200612, 031302, 034811,   74.8,  0.263,
1360200610, 031302, 034519,   99.8,  0.235,
1360200609, 031302, 034353,  124.3,  0.207,
1360200608, 031302, 034225,  148.5,  0.155,
1360200607, 031302, 034034,  173.9,  0.100,
1360200606, 031302, 033739,  199.5,  0.078,
1370200515, 052102, 035456,    4.3,  0.273,
1370200514, 052102, 035332,   25.2,  0.271,
1370200513, 052102, 035211,   44.9,  0.310,
1370200512, 052102, 035036,   75.1,  0.274,
1370200510, 052102, 034751,  124.3,  0.239,
1370200509, 052102, 034626,  150.5,  0.113,
1370200507, 052102, 034432,  174.2,  0.092,
1380200321, 062902, 215038,    4.4,  0.268,
1380200317, 062902, 214848,   24.0,  0.274,
1380200315, 062902, 214718,   44.3,  0.307,
1380200314, 062902, 214559,   74.0,  0.322,
1380200313, 062902, 214438,   99.4,  0.261,
1380200311, 062902, 214313,  123.8,  0.212,
1380200309, 062902, 214143,  149.4,  0.128,
